thithake	ठिठके
alasingh	आलासिंह
putranash	पुत्रनाश
relispray	रेलीस्प्रे
rymbai	रायमबाई
casual	कैज़ुअल
pushpaane	पुष्पाने
khmum	ख्मुम
rankon	रैंकों
gharfodyancha	घरफोड्यांचा
uchalalyacha	उचलल्याचा
personality	पर्सनॉलिटी
bhatera	भाटेरा
tnd	टीएनडी
atlassin	एटलासिन
hdpo	एचडीपीओ
lovan	लोवन
gondwana	गोन्डवाना
flexitarian	फ्लेक्सीटेरियन
shivtarai	शिवतराई
yusa	युसा
bhajananandi	भजनानन्दी
taavon	तावों
siddhiratnashreeje	सिद्धिरत्नाश्रीजी
samkalik	समकालिक
itihaasgranthon	इतिहासग्रन्थों
raibhim	रायभीम
praarambhamukhyamantri	प्रारंभमुख्यमंत्री
vashudev	वाशुदेव
arajhare	अरझरे
chumbanpatli	चुंबनपतली
signora	सिगनोरा
kuhna	कुहना
tentative	टेंटिव
upajetana	उपजेतना
premprapanch	प्रेमप्रपंच
keeprabandhan	कीप्रबंधन
mosic	मोजिक
sperflocasine	स्परफ्लोकेसीन
kodwardne	कोडवर्डने
bhayaavaharup	भयावहरूप
shantigiri	शांतिगिरि
taiyyaaree	तैय्यारी
muthiah	मुथय्या
balopi	बालोपी
jalaayen	जलाएं
sfdr	एसएफडीआर
jethabhai	जेठाभाई
szombathely	सजोमबाथेली
chandramoli	चंद्रमोली
domex	डोमेक्स
chhuripath	छुरीपाठ
nurjam	नूरजाम
sraishtik	स्रैष्टिक
transmitted	ट्रांसमीटेड
thesius	थीसियस
sakhare	सखारे
sihoda	सिहोड़ा
salveg	सालवेग
dudiyaan	दुदियां
chikhalfekimule	चिखलफेकीमुळे
chulbul	चुलबूल
ameoba	अमीबा
bronchorex	ब्रोंकोरेक्स
daariyan	दारियां
haldawari	हलदवारी
sateev	सतीव
jackis	जैकिस
taatkshanik	तात्क्षणिक
paudiyon	पौडियों
purkrit	पुरकृत
seejar	सीजर
fuqua	फुक़ुआ
thabar	थाबर
doraahen	दोराहें
watra	वातरा
indalvai	इन्दालवाइ
stailable	स्टेलेबल
chamu	चामू
bannered	बैनर्ड
homoeo	होम्यो
pampon	पम्पों
isostatic	आइसोस्टैटिक
pacchad	पच्छाद
beveria	बेवेरिया
ajado	आजादो
denyavishayichya	देण्याविषयीच्या
unirvasal	यूनिर्वसल
thorton	थोर्टन
lakhpati	लखपती
mandilwar	मंदिलवार
keechkeech	कीचकीच
subbulakshmi	सुब्बालक्ष्मी
sumberg	संबर्ग
pjsip	पीजेएसआईपी
mercerise	मर्सराइज
pragoy	प्रगोय
prashthabhami	प्रष्ठभमि
permian	पेर्मियन
tuba	तुबा
ehpe	एहपे
kamavanyasathi	कमावण्यासाठी
kadaura	कादौरा
vivar	विवर
tirishkrit	तिरिष्कृत
khilakhila	खिलाखिला
deborah	देबोराह
fazil	फाजिल
extrotion	एक्सट्रोशन
borialis	बोरियालिस
nimudi	निमुड़ी
watergrid	वॉटरग्रीड
vaahyam	वाह्यं
chandaua	चंदौआ
vasusar	वसुसार
kalapipal	कालापीपल
chaityas	चैत्य
gaafilon	गाफिलों
kakroa	ककरोआ
davutoglu	दावूतोगलू
eriophid	ईरियोफिड
manstatva	मनस्तत्व
skinnin	स्किनिन
pidaknashiyon	पीड़कनाशियों
hellbrun	हेल्ब्रून
satyashrayi	सत्याश्रयी
factories	फैक़्ट्रियों
praniti	प्रणिती
sutracha	सूत्राचा
godanti	गोदांती
mahamahangai	महामहंगाई
muddh	मुद्ध
mukhpriya	मुखप्रिय
eilish	ईलिश
sekandacha	सेकंदाचा
judavon	जुड़ावों
jinprasad	जिनप्रासाद
cornflakes	कॉर्नफ़्लेक्स
sanghaathik	सांघातिक
atikramananvar	अतिक्रमणांवर
stephane	स्टीफेन
peripartum	पेरिपार्टम
vachankatta	वाचनकट्टा
utaaru	उतारू
kagar	कागर
ladkiko	लड़कीको
tatopani	तातोपानी
punyakarmo	पुण्यकर्मो
ravendra	रावेंद्र
purnakami	पूर्णकामी
ninoua	निनौआ
parpanth	परपंथ
shivanarayan	शिवनारायण
prathom	प्रथोम
punarvyasthapana	पुनर्व्यस्थापना
ppd	पीपीडी
hangjhou	हांगझोऊ
bagladeshi	बाग्लादेशी
dabanewala	दबानेवाला
dilleetak	दिल्लीतक
lavanon	लवणों
stevert	स्टेवर्ट
vidyabhyasi	विद्याभ्यासी
pimentel	पीमेंटल
devsih	देवसिह
epicentre	अधिकेन्द्र
kekaryakartaon	केकार्यकर्ताओं
soundhebas	सौंधेबास
wabahi	वबाही
baichhkar	बैछकर
kalhel	कलहेल
nalabrij	नालाब्रिज
golco	गोलको
mazdan	मजदान
naidoo	नायडू
gfa	जीएफए
utpadanambabat	उत्पादनांबाबत
coorditionation	कोओर्डिशनेशन
iramanujan	इरामानुजन
khilakur	खिलाकर
aprilchi	एप्रिलची
tayyabpur	तैय्यबपुर
madhavkant	माधवकान्त
aspatalam	अस्पतालम
plains	प्लेंस
margadarshanach	मार्गदर्शनच
hatgacha	हाटगछा
santseva	सन्तसेवा
anappa	अनप्पा
rankikala	रांकीकला
praavadhik	प्रावधिक
misamichi	मिसामिची
lalabazar	लालबाजार
ambedkarpremy	आंबेडकरप्रेमी
yojanesandarbhat	योजनेसंदर्भात
thunuguntala	थुनुगुंटला
mahendraditya	महेंद्रादित्य
chugliprasad	चुगलीप्रसाद
bouarfa	बोआर्फा
chigong	चीगोंग
mandgi	मंडोगी
sansadkal	सांसदकाल
shikastine	शिकस्तीने
myrdal	म्यर्दल
cannoll	कैनॉल
dhime	धीमे
viruddhata	विरूद्धता
panchbhutaikdeeptaay	पंचभूतैकदीप्ताय
consistent	कंसिस्टेंट
goddard	गोडर्ड
parchhaahin	परछाहीं
nammu	नम्मु
jalej	जलेज
pterosaur	पेटेरोसोर
tejpalon	तेजपालों
upashvaas	उपश्वास
rakhengen	रखेंगें
bhvadi	भ्वादि
mahavidhalayakisi	महाविधालयकिसी
tosaham	तोसहम
doltabadi	दोलताबादी
hoernley	होएर्नले
jitaaya	जिताया
lakshmeen	लक्ष्मीण
duleepsinhji	दिलीपसिंहजी
shobhadar	शोभादार
aanandon	आनंदों
goodhaatigoodh	गूढ़ातिगूढ़
glucosuria	ग्लुकोसुरिया
raazadaaron	राज़दारों
shanny	शैनी
kiblaye	किबलाए
jansamparkasathi	जनसंपर्कासाठी
prapaato	प्रपातो
wilhemnia	विलहेम्निया
vdst	वीडीएसटी
brounas	ब्राउनस
khewda	खेवड़ा
thrinling	थ्रिंलिंग
kaulachar	कौलाचार
padoun	पदों
maturity	मैचुरिटी
ghatasphotit	घटस्फोटित
adhanom	एडेनहॉम
vidyarthache	विद्यार्थाचे
kotekar	कोतेकर
vaneisa	वनीसा
rapani	रपानी
silveira	सिल्वेइरा
prashasanikal	प्रशासनिकल
kshir	क्षिर
ulbansi	उलबांसी
beenak	बीनक
harkoka	हरकोका
akrapasoonach	अकरापासूनच
sevakachya	सेवकाच्या
chandeshwar	चंदेश्वर
grahakaksha	ग्रहकक्षा
gopalaiah	गोपालैयाह
jahnvi	जहांवी
khaspane	खासपने
smartphoney	स्मार्टफोनी
vajov	वाजोव
kidiyon	किड़ियों
oraksha	ओरक्षा
celerio	सेलेरियो
rookhaaya	रूखाया
mccipl	एमसीसीआईपीएल
webudaipur	वेबउदयपुर
antilian	एंटीलियन
chantrika	चन्त्रिका
aabun	आबुन
induswelly	इंडसवैली
halkasa	हलकासा
freemail	फ्रीमेल
actresses	एक्टर्स
padhanelikhane	पढ़ानेलिखाने
paralysis	पेरालाइसिस
udyayamiyon	उद्ययमियों
khidakyatoon	खिडक्यातून
lubricant	लुब्रीकेन्ट
gurmukhsingh	गुरमुखसिंह
cheleke	चेलेके
nishumbhanam	निशुम्भनाम
dasyam	दस्यम
atirikte	अतिरिक्ते
sudharange	सुधरंगे
chhitt	छित्त
takoon	टाकून
baghitalyaat	बघितल्यात
srigovindraj	श्रीगोविन्दराज
prachyata	प्राच्यता
gandhase	गंधसे
claybuck	क्लेबक
manupulator	मैन्युपुलेटर
demsguard	डेम्सगार्ड
cabalero	काबालेरो
loksheel	लोकशील
jalpurwa	जलपुरवा
chodiangal	चोदियांगल
punyapramane	पुण्याप्रमाणे
masangharsh	मसंघर्ष
kiliyaate	किलियाते
kachdedaar	कचड़ेदार
antino	एंटीनो
judat	जुड़त
prabhumarg	प्रभुमार्ग
birmal	बिरमल
linzi	लिन्ज़ी
sultans	सुल्तान्स
wuebben	वूएब्बेन
piyarghar	पियरघर
