sabherwal	सभरवाल
madhuvihar	मधुविहार
vimaananirmiti	विमाननिर्मिती
mangoloid	मंगोलॉइड
jodbad	जोड़बड़
renee	रेने
solasingidhar	सोलासिंगीधार
kayadyavirodhi	कायद्याविरोधी
setenary	सेटेनरी
grampanchayatitahi	ग्रामपंचायतीतही
hijro	हिज्रो
visheshagyondwara	विशेषज्ञोंद्वारा
paramilitary	पैरीमिलीट्री
munassar	मुनस्सर
madhysthta	मध्यस्थता
subsector	सबसेक्टर
salini	सालिनी
tadkeshwar	ताड़केश्वर
parityakton	परित्यक्तों
policejeep	पुलिसजीप
caatsa	काट्सा
vitthaldas	विठ्ठलदास
tibunal	टिब्युनल
lichavi	लिच्छवि
nepewale	नेपेवाले
hairfall	हेयरफाल
madhoprasad	माधोप्रसाद
garvgrih	गर्वगृह
bovein	बोवें
ichashakti	इच्छाशक्ति
kattyachya	कट्ट्याच्या
assembling	असेम्बलिंग
manonjan	मनोंजन
khandavprasth	खाण्डवप्रस्थ
fulateya	फुलतेय
saanvala	सांवला
kaduvahat	कडुवाहट
dreher	ड्रेहर
troll	ट्रोल
sampatiheen	संपतिहीन
angsthal	अंगस्थल
nirbad	निर्बाद
hegam	हेगाम
dabroski	डबरोस्की
postdoctorate	पोस्टडॉक्टरेट
madhushanka	मधुशंका
nagthan	नगथान
kuando	कुआंदो
miswahi	मिस्वाही
lokvasana	लोकवासना
adhikaariganah	अधिकारीगणः
gosairam	गोसाईराम
jiske	जिस्के
khayapa	खयापा
puskat	पुस्कत
kechula	केचुल
telefilmmadhye	टेलिफिल्ममध्ये
kethora	केथोरा
debenge	देबेंगे
khanga	खांगा
nacholi	नचोली
yamashiro	यमाशिरो
oppotunities	अपॉच्युनिटीज
miyanchak	मियांचक
phugwat	फुगवत
musonda	मसंदा
dhutaat	धुतात
chaudapitta	चौड़ापित्ता
umadana	उमड़ना
soocti	सूक्ति
pureho	पूरेहो
strinich	स्ट्रिनिच
wanko	वांको
keynes	खेय्नेस्
raahgir	राहगीर
forat	फोरात
leranzoscope	लेरेंजोस्कोप
jaagritam	जागृतम्
mokshalaabh	मोक्षलाभ
vidyaane	विद्याने
ambical	अम्बिकल
genzorig	गेंजोरिग
kalayavan	कालयावन
petropher	पेट्रोफर
pakhanjur	पखांजुर
kumaraswani	कुमारस्वानी
shitta	शिट्टा
basatti	बस्सी
secretiate	सेक्रेटिएट
kathaputale	कठपुतले
sarubeda	सारूबेड़ा
sirad	सिराद
srikalahasti	श्रीकलहस्ती
tallukaon	ताल्लुकाओं
confertrable	कंफर्ट्रेबल
karutidev	करुतिदेव
pahanj	पहंज
kambopura	काम्बोपुरा
vyangyaatmak	व्यङ्ग्यात्मक
sabli	सबली
shekhavapatti	शेखवापट्टी
dulhen	दुल्हें
brackwell	ब्रैकवेल
keystone	कीस्टोन
sansthaapanon	संस्थापनों
dmmr	डीएमएमआर
praukshi	प्रौक्षी
bulleten	बुलेटेन
varshakaal	वर्षाकाल
raced	रेस्ड
yepthopi	येपथोपी
shreehanumaan	श्रीहनुमान
kremlein	क्रेमलीन
fisar	फिसर
sansaram	सांसाराम
wound	वाउंड
flusarkhya	फ्लूसारख्या
utapaati	उतपाती
iva	आईवीए
retrochic	रीट्रोचिक
winchester	विंचेस्टर
cottery	कॉटरी
jugal	जुगल
dhootarashtra	धूतराष्ट्र
yogke	योगके
auditors	आडिटर्स
notification	नोटीफीकेशन
sambhavanabhare	संभावनाभरे
lidhoria	लिधोरिया
daldali	दलदलि
hammet	हैमेट
sharaddh	शरद्ध
martikavat	मार्तिकावत
maangarh	मानगढ़
neurin	न्यूरिन
shuklabhisarika	शुक्लाभिसारिका
tingipur	टिंगीपुर
krishnabhadra	कृष्णभद्र
chille	चिल्ले
injuri	इंजूरी
ioa	ओओए
graffenberg	ग्रैफ़ेनबर्ग
relationme	रिलेशनमे
awardsheet	अवॉर्डशीट
rajyamandal	राज्यमंडल
yavharikta	यावहारिकता
vaahyarogi	वाह्यरोगी
malavali	मलवली
prasvaav	प्रस्वाव
rediffusion	रिडिफ्यूज़न
mcewan	मैकएवान
rugnanvaril	रुग्णांवरील
pannari	पन्नारी
sthanavali	स्थानावली
undavalli	अंडवल्ली
udaaunga	उड़ाऊँगा
raajaagadhi	राजागढ़ी
hstaksharit	हस्ताक्षरित
soundhebas	सौंधेबास
khouf	खौफ
butterworth	बटरवर्थ
redresses	रीड्रेस
koinar	कोइनार
taimurla	तैमुरला
abib	अबिब
pompliano	पोम्प्लियानो
cgo	सीजीओ
doboj	दोबोज
nivadanukipurati	निवडणुकीपुरती
junji	जुंजी
guruteg	गुरुतेग
audyogikiran	औद्योगिकीरण
lagaayagen	लगायगें
indastreej	इण्डस्ट्रीज
ghumavati	घुमावती
porterkholi	पोर्टरखोली
scootery	स्कूटरी
chhudaati	छुडाती
sanghamata	संघमाता
leoning	लियोनिंग
khilaune	खिलौने
sahaspur	सहासपुर
arabavaan	अरबवां
vugar	वुगार
bangda	बांगड़ा
formulavan	फॉर्मूलावन
takhtposh	तख्तपोश
middlegate	मिडलीगेट
samochit	समोचित
suket	सुकेट
bayleksan	बायलेक्सन
sabulal	साबूलाल
dadhedu	दधेडू
nirdharan	निर्धारन
gungashi	गुंगाशी
nimbarka	निंबारका
chamatkaarikarup	चमत्कारिकरूप
ambarsariya	अम्बरसरिया
rathiya	रथिया
montros	मोंट्रोस
anumandalwasi	अनुमंडलवासी
yokale	योकले
bundibugyo	बुंडिबुग्यो
moolagram	मूलाग्राम
technic	टेकनिक
prabhateelal	प्रभातीलाल
kulwada	कुलवाडा
prasutikal	प्रसूतिकाल
captimes	केपटाइम्स
fekiye	फेकिये
berhane	बेरहाने
harajaai	हरजाई
baisan	बाइसन
dharmikon	धार्मिकों
ikkadu	इक्काडु
lokpratinidhinchi	लोकप्रतिनिधींची
suntral	सन्ट्रल
thirush	थिरुश
sanvedansheelpaatthak	संवेदनशीलपाठक
hemorrhagic	हेमोराहैजिक
keysex	कीसेक्स
defected	डिफेक्टेड
kiaobi	कियाओबी
pahlawat	पहलावत
chaturbhujarup	चतुर्भुजरूप
choultry	चौल्ट्री
trincomalee	त्रिंकोमाली
slfp	एसएलएफपी
bacock	बेकॉक
sarvahitaaya	सर्वहिताय
pagadandike	पगडंडीके
vaimanikanshi	वैमानिकांशी
chiangmai	चियांगमाई
batole	बतोले
subhaane	सुभाने
neumork	न्यूमॉर्क
swalbard	स्वाल्बार्ड
churaate	चुराते
tantrikaya	तंत्रिक्य
hetwe	हेतवे
dilkashii	दिलकशी
klichko	क्लिच्को
salaae	सलाए
kaziwala	काजीवाला
binavaliya	बिनवलिया
polotechnic	पोलोटेक्नीक
manibandhon	मणिबंधों
rashmidevi	रश्मिदेवी
ons	ओन्स
lfk	एलएफके
jilaaney	जिलाने
tilhanon	तिलहनों
khirmohan	खीरमोहन
travecart	ट्रैवकार्ट
yakinuddin	यकीनुद्दीन
torpa	तोरपा
oif	ओआईएफ
karent	करेंट
beetiya	बीटिया
bharatvirodhi	भारतविरोधी
nunihai	नुनिहाई
aagyaavanti	आज्ञावंती
sukhbhogwadi	सुखभोगवादी
oesophageal	एसोफैगल
durghatnant	दुर्घटनांत
mema	मेमा
surprising	सरप्राइजिंग
soishiro	सोइशिरो
anterial	एंटीरियल
theatrics	थिएट्रिक्स
baloochiyon	बलूचियों
zimmermann	जिमरमैन
touching	टचिंग
irshechya	ईर्षेच्या
jaraulia	जरौलिया
yelegar	येलेगार
suggregate	सग्रीगेट
rinna	रिन्ना
multibaggers	मल्टीबैगरस
jimmedarpurna	जिम्मेदारपूर्ण
jaaki	जाकी
monounsaturated	मोनोअनसैचुरेटिड
solubility	सोल्यूबिलिटी
divyashankar	दिव्यशंकर
makauni	मकौनी
scandles	स्कैंडल्स
lagavalan	लगवलन
paneld	पैनल्ड
samthark	समथर्क
dehydrade	डिहाइड्रेड
wamsa	वाम्सा
fateri	फतेरी
chatucarita	चाटुकारिता
charcoal	चार्कोल
sinkadara	सिंकदरा
bhandarwar	भंडारवार
hollywoodmadhye	हॉलिवूडमध्ये
madausa	मडौसा
dhadhakaa	धड़का
chandrokhar	चंद्रोखर
smrf	एसएमआरएफ
raktadatyala	रक्तदात्याला
lerato	लेरातो
dharmsambandhi	धर्मसम्बन्धी
hornia	होर्निया
lidasi	लीडैसी
jharkraft	झारक्राफ्ट
vishaki	विषकी
harbanse	हरबंसे
brunson	ब्रुनसन
justify	जस्टीफाय
alakpaadon	अलकपादों
